unemployment_rate,hpi_change_annual,gdp_growth_annual,pd_multiplier,lgd_multiplier,portfolio_loss,loss_rate
6.676673788247273,2.7124725172027233,2.165356348707324,1.5941684470618183,1.0,48862308773.49539,0.07042631265023774
8.679534638466434,-0.6273458184104106,0.18595991543392532,2.0948836596166087,1.009410187276156,64813782508.56458,0.09341752007978538
8.789175998193421,5.509995005490225,0.25740465235529686,2.122293999548355,1.0,65049703439.55563,0.09375755806947046
6.766142300783578,0.5491001646934457,0.25914824881594445,1.6165355751958945,1.0,49547875924.99554,0.07141443555654772
6.179524063091995,-7.7501473905814375,-2.2080122552594905,1.5802816285359733,1.1162522108587216,54067538495.19418,0.07792872391565706
4.610026067005944,0.04769192537735556,1.8221995563805335,1.0775065167514861,1.0,33026281647.966263,0.047601500940048495
3.9353192582307934,-1.5375776309984603,3.6140600089385373,1.0,1.0230636644649769,31357572507.57637,0.04519635401610381
5.2667296168987505,5.931668798907945,-0.5590349763236082,1.2696341530408681,1.0,38915119747.601265,0.056089211888666016
4.644967393809565,7.054011407707268,0.06181337144970622,1.0862418484523912,1.0,33294025295.505646,0.04798740570601306
6.440510122852403,0.1328667273861237,0.5572083861593964,1.5351275307131007,1.0,47052665952.99032,0.067818034935549
4.533099505512486,18.137860219044406,2.673254440974403,1.0582748763781216,1.0,32436819253.401806,0.04675189591856673
3.6432045243876106,12.890447046241562,0.5684274821924099,1.0,1.0,30650656060.56411,0.044177459903963816
6.114931810182637,-7.953051089346221,-1.5953510052240696,1.5335005028068627,1.1192957663401932,52610031106.47708,0.07582798668844888
6.091509139026514,9.015848791989942,2.000309637170257,1.4478772847566286,1.0,44378388672.97887,0.06396354069319596
5.481645061757753,3.3238857453254944,-0.8753799293362912,1.339180261906253,1.0,41046753610.78472,0.05916158232454325
4.3025533241421865,3.934255246879623,3.320542861013191,1.0006383310355467,1.0,30670221325.587433,0.04420565974769213
6.377906352257378,-7.078240023089405,0.9881765929497137,1.5194765880643446,1.1061736003463412,51517772528.87605,0.07425369054870609
4.955843103761379,1.683547995585013,2.3434125224831073,1.1639607759403447,1.0,35676161411.33483,0.051420830508891194
7.719334682788903,8.000960185439117,0.06164017005041056,1.8548336706972257,1.0,56851868890.0943,0.08194184011574872
5.103903647958818,7.8097831113606455,3.3376331055457404,1.2009759119897045,1.0,36810699615.41875,0.05305606519755155
4.772222121220377,5.018338047910331,-0.04327939361537214,1.120219499985863,1.0,34335462606.40379,0.04948845204426386
3.3729293987403826,13.197019152568057,4.642089171417593,1.0,1.0,30650656060.56411,0.044177459903963816
5.566805177274308,11.39700370496628,2.567663783911594,1.316701294318577,1.0,40357758506.6583,0.0581685186352562
4.448378514728115,8.895029185919942,4.41020691334065,1.0370946286820288,1.0,31787630765.991314,0.04581620637521658
5.63741861711662,14.82270861137999,-1.8200891331877376,1.425359110938542,1.0,43688191872.16869,0.06296874497223695
7.311280679419864,3.259304782320038,0.6213561383648653,1.7528201698549661,1.0,53725088162.24413,0.07743514277262682
5.886405003288686,-7.815784050370127,0.17756771620024248,1.3966012508221715,1.117236760755552,47825268667.24287,0.06893160409906521
6.404240519138556,13.2299186723442,1.1864824559059657,1.526060129784639,1.0,46774744165.7688,0.06741746019459871
4.129553533679083,3.912635187795064,3.130070340407756,1.0,1.0,30650656060.56411,0.044177459903963816
6.348892967298051,0.7030288654783705,1.866231298459019,1.5122232418245127,1.0,46350634471.95441,0.06680618163154459
5.896780715246028,10.726929008668161,0.8064004347259272,1.3991951788115071,1.0,42886250187.351006,0.06181288890976484
5.0678988168902785,3.3182165172903404,-0.7778306929125001,1.2308662388681948,1.0,37726857744.109184,0.05437654391474243
6.285213714512097,5.754225226227737,1.4644612296044974,1.4963034286280243,1.0,45862681753.120415,0.06610288472237813
5.249535227110094,-3.35335542223123,0.3124605621588985,1.2373838067775236,1.0503003313334685,39834347304.27516,0.057414114639437096
5.038524032568034,0.7836371876358799,1.061157736982834,1.1846310081420086,1.0,36309717589.24003,0.05233398886318582
6.495840846112246,15.667652035277344,2.427307030460372,1.5489602115280616,1.0,47476646695.04525,0.06842912763761626
6.209944365036353,3.751092811102702,-1.6587050654971867,1.5604213445339477,1.0,47827937940.87304,0.06893545138143778
5.655591356718275,5.35428582976763,5.3656674415741605,1.3388978391795687,1.0,41038097168.92544,0.05914910560585919
5.331939831903545,7.311523691093007,1.6905287358143843,1.2579849579758864,1.0,38558064276.28209,0.05557458004076933
3.4266515895851732,15.19693835873366,3.8427574718761095,1.0,1.0,30650656060.56411,0.044177459903963816
7.251036613680223,-2.91321152058864,2.8157205509076766,1.7377591534200558,1.0436981728088297,55590973925.229836,0.08012448466850011
